start_date,stock_id,Feature1,Feature2,Feature3
2011-01-24,2317,0.55492294,0.013753019,0.38074
2011-01-25,2317,0.5687321,0.07010216,0.37023538
2011-01-26,2317,0.58065826,0.12515235,0.3611623
2011-01-27,2317,0.57388157,0.13842694,0.3465227
2011-01-28,2317,0.5547286,0.12451281,0.33995807
2011-02-08,2317,0.53237134,0.113463864,0.3346631
2011-02-09,2317,0.5041738,0.09705608,0.32771468
2011-02-10,2317,0.49182191,0.10167284,0.32530499
2011-02-11,2317,0.4786798,0.10974824,0.3221236
2011-02-14,2317,0.47664383,0.12344002,0.31484786
2011-02-15,2317,0.46256265,0.09153612,0.30627334
2011-02-16,2317,0.45441338,0.06382636,0.3086068
2011-02-17,2317,0.43689635,0.021256037,0.3032145
2011-02-18,2317,0.41935706,-0.046293244,0.30273086
2011-02-21,2317,0.39612213,-0.1119786,0.2997275
2011-02-22,2317,0.39656812,-0.12821203,0.31199276
2011-02-23,2317,0.40939137,-0.12656257,0.32524207
2011-02-24,2317,0.43163958,-0.10035812,0.3288397
2011-02-25,2317,0.4451081,-0.06427362,0.31971854
2011-03-01,2317,0.469965,-0.019503482,0.31287116
2011-03-02,2317,0.4608994,0.0055486336,0.28798443
2011-03-03,2317,0.460304,0.05335892,0.26701134
2011-03-04,2317,0.44568047,0.109786086,0.24302173
2011-03-07,2317,0.4174303,0.14296243,0.21486658
2011-03-08,2317,0.3947186,0.15246803,0.192888
2011-03-09,2317,0.3660548,0.11963821,0.17947458
2011-03-10,2317,0.3197969,0.04728196,0.15770617
2011-03-11,2317,0.27050763,-0.06260026,0.12789561
2011-03-14,2317,0.22479796,-0.17250669,0.12414561
2011-03-15,2317,0.19610263,-0.2513828,0.14087686
2011-03-16,2317,0.20388359,-0.27233216,0.1683163
2011-03-17,2317,0.23517647,-0.25279775,0.21366726
2011-03-18,2317,0.28189903,-0.18645167,0.24816157
2011-03-21,2317,0.3122411,-0.14450547,0.25641268
2011-03-22,2317,0.32611203,-0.13337922,0.26818585
2011-03-23,2317,0.33278558,-0.14755964,0.27052027
2011-03-24,2317,0.34170464,-0.155559,0.264892
2011-03-25,2317,0.34164008,-0.17967898,0.26688868
2011-03-28,2317,0.3376322,-0.17850336,0.2771203
2011-03-29,2317,0.3423371,-0.15726301,0.2868334
2011-03-30,2317,0.35435793,-0.14702502,0.2897663
2011-03-31,2317,0.37186205,-0.113320746,0.29722834
2011-04-01,2317,0.39377204,-0.0835797,0.30355597
2011-04-06,2317,0.40059224,-0.06511245,0.29990137
2011-04-07,2317,0.39175636,-0.09461355,0.29208505
2011-04-08,2317,0.38766706,-0.12742439,0.29789597
2011-04-11,2317,0.39543244,-0.15325454,0.29975358
2011-04-12,2317,0.3953327,-0.17949438,0.30197096
2011-04-13,2317,0.40758705,-0.18286806,0.30854872
2011-04-14,2317,0.41819525,-0.18406934,0.31561044
2011-04-15,2317,0.41941613,-0.1815894,0.3231621
2011-04-18,2317,0.43612555,-0.1533638,0.33997047
2011-04-19,2317,0.44713423,-0.12440983,0.33644688
2011-04-20,2317,0.45813623,-0.09201283,0.3223297
2011-04-21,2317,0.44876325,-0.08552527,0.30473256
2011-04-22,2317,0.439208,-0.07647308,0.29619777
2011-04-25,2317,0.43082622,-0.08582747,0.2982285
2011-04-26,2317,0.4325432,-0.09210696,0.29903775
2011-04-27,2317,0.43029717,-0.12012897,0.30133086
2011-04-28,2317,0.42896584,-0.13910657,0.3064651
2011-04-29,2317,0.423117,-0.14975524,0.30775744
2011-05-03,2317,0.41978338,-0.13771197,0.31603074
2011-05-04,2317,0.4266562,-0.09340756,0.32475978
2011-05-05,2317,0.4349795,-0.059435032,0.32007706
2011-05-06,2317,0.43621418,-0.02413746,0.3057497
2011-05-09,2317,0.4376201,0.019914784,0.29744166
2011-05-10,2317,0.4299023,0.04929968,0.28604686
2011-05-11,2317,0.41088855,0.046219945,0.27407637
2011-05-12,2317,0.389922,0.036026634,0.27389538
2011-05-13,2317,0.36512017,0.028867587,0.28951108
2011-05-16,2317,0.34649608,0.006014101,0.2928338
2011-05-17,2317,0.3271189,-0.010668494,0.2975151
2011-05-18,2317,0.3287061,-0.018965624,0.305363
2011-05-19,2317,0.31084183,-0.046250373,0.30751628
2011-05-20,2317,0.31680632,-0.04426471,0.32130283
2011-05-23,2317,0.3137626,-0.048694156,0.32129243
2011-05-24,2317,0.33193228,-0.035456643,0.32711893
2011-05-25,2317,0.3243987,-0.043010198,0.32597303
2011-05-26,2317,0.33042485,-0.043204315,0.33870536
2011-05-27,2317,0.32767433,-0.04132446,0.33777004
2011-05-30,2317,0.33337048,-0.037172034,0.3423251
2011-05-31,2317,0.34095725,-0.04004909,0.34335822
2011-06-01,2317,0.3464118,-0.04158651,0.34661746
2011-06-02,2317,0.34324285,-0.035570137,0.34483102
2011-06-03,2317,0.35279205,-0.026827037,0.33786154
2011-06-07,2317,0.35603365,-0.024095103,0.32719886
2011-06-08,2317,0.3662624,-0.030641153,0.3279581
2011-06-09,2317,0.36881337,-0.0406861,0.32505375
2011-06-10,2317,0.3645505,-0.056390606,0.31580463
2011-06-13,2317,0.370787,-0.061177395,0.30702484
2011-06-14,2317,0.37937886,-0.051790483,0.29198915
2011-06-15,2317,0.37911347,-0.044703625,0.2829617
2011-06-16,2317,0.37461963,-0.050813116,0.27017176
2011-06-17,2317,0.38102028,-0.058804236,0.26359725
2011-06-20,2317,0.3796846,-0.073693395,0.25835335
2011-06-21,2317,0.3733677,-0.08637333,0.254941
2011-06-22,2317,0.3560942,-0.11937446,0.2439426
2011-06-23,2317,0.34888864,-0.13776693,0.25133646
2011-06-24,2317,0.35013512,-0.13562572,0.2643629
2011-06-27,2317,0.35266504,-0.13194448,0.2738142
2011-06-28,2317,0.36366877,-0.118926786,0.28230464
2011-06-29,2317,0.37427258,-0.09578275,0.28465563
2011-06-30,2317,0.3681224,-0.0670291,0.2817583
2011-07-01,2317,0.3614179,-0.027199961,0.27584416
2011-07-04,2317,0.35414547,-0.0001866743,0.26786697
2011-07-05,2317,0.3518916,0.04331238,0.26680505
2011-07-06,2317,0.34238437,0.07589417,0.25966686
2011-07-07,2317,0.31199402,0.031225003,0.25242132
2011-07-08,2317,0.28365955,-0.027133934,0.24932757
2011-07-11,2317,0.24717996,-0.08904991,0.24272576
2011-07-12,2317,0.21661821,-0.1567989,0.24225216
2011-07-13,2317,0.21192409,-0.19317499,0.26565465
2011-07-14,2317,0.2334015,-0.18567342,0.29747307
2011-07-15,2317,0.25666925,-0.14692232,0.32289177
2011-07-18,2317,0.26446477,-0.062453166,0.34366933
2011-07-19,2317,0.29041383,0.0034484342,0.3265468
2011-07-20,2317,0.30286294,0.06675456,0.31128347
2011-07-21,2317,0.2843829,0.11932755,0.29240185
2011-07-22,2317,0.25725678,0.15602109,0.27431595
2011-07-25,2317,0.21362303,0.18413702,0.24114873
2011-07-26,2317,0.15032546,0.233204,0.19225878
2011-07-27,2317,0.088779405,0.22142929,0.17508432
2011-07-28,2317,0.026119025,0.19417131,0.15549165
2011-07-29,2317,-0.010947583,0.099778265,0.15751266
2011-08-01,2317,-0.036474682,0.0064291432,0.1515168
2011-08-02,2317,-0.07562361,-0.12303243,0.1542972
2011-08-03,2317,-0.113962986,-0.23703367,0.15894824
2011-08-04,2317,-0.11269111,-0.25583866,0.20711222
2011-08-05,2317,-0.08081318,-0.22218132,0.26782602
2011-08-08,2317,-0.030642016,-0.0980602,0.3257966
2011-08-09,2317,-0.000690287,0.02417899,0.34941792
2011-08-10,2317,0.026511366,0.14078693,0.37063605
2011-08-11,2317,0.00602098,0.21324283,0.36666876
2011-08-12,2317,-0.022602698,0.24152109,0.35287362
2011-08-15,2317,-0.03661994,0.2030009,0.32207108
2011-08-16,2317,-0.0887525,0.12386044,0.28245515
2011-08-17,2317,-0.121918686,-0.014340244,0.27761698
2011-08-18,2317,-0.1561254,-0.17755154,0.28236634
2011-08-19,2317,-0.17151321,-0.34705716,0.3185222
2011-08-22,2317,-0.14959145,-0.4713645,0.37527943
2011-08-23,2317,-0.10379333,-0.5309249,0.43349504
2011-08-24,2317,-0.024421817,-0.4726367,0.51380306
2011-08-25,2317,0.063254364,-0.3644121,0.5875659
2011-08-26,2317,0.16085422,-0.20131686,0.65941703
2011-08-29,2317,0.22889864,-0.08835576,0.6829339
2011-08-30,2317,0.2857377,0.013131596,0.66676986
2011-08-31,2317,0.3004958,0.07466047,0.61766326
2011-09-01,2317,0.28742692,0.074642114,0.557481
2011-09-02,2317,0.26623324,0.050809287,0.5271326
2011-09-05,2317,0.24545243,0.019274853,0.5311675
2011-09-06,2317,0.22866571,-0.042314194,0.528526
2011-09-07,2317,0.21818443,-0.10910881,0.54077435
2011-09-08,2317,0.20505187,-0.17136514,0.52387685
2011-09-09,2317,0.21842898,-0.1581519,0.5468634
2011-09-13,2317,0.22905725,-0.1221224,0.58129877
2011-09-14,2317,0.2620569,-0.04766114,0.61967707
2011-09-15,2317,0.3019038,0.013018705,0.62265754
2011-09-16,2317,0.30916876,0.04195852,0.61164373
2011-09-19,2317,0.3003133,0.045897655,0.5893816
2011-09-20,2317,0.28397715,0.047385626,0.5538088
2011-09-21,2317,0.26045802,0.019279353,0.5243685
2011-09-22,2317,0.2400296,0.007886656,0.51994795
2011-09-23,2317,0.22639668,-0.002776526,0.5336175
2011-09-26,2317,0.22145791,-0.024380319,0.55891794
2011-09-27,2317,0.21548297,-0.07055298,0.5732163
2011-09-28,2317,0.21645023,-0.1232534,0.5854067
2011-09-29,2317,0.21994366,-0.16312605,0.5835806
2011-09-30,2317,0.22908172,-0.16500306,0.60581756
2011-10-03,2317,0.2549211,-0.16856435,0.6234417
2011-10-04,2317,0.29580852,-0.12066483,0.6599085
2011-10-05,2317,0.32754412,-0.08954164,0.6619665
2011-10-06,2317,0.36507633,-0.044460997,0.66032815
2011-10-07,2317,0.38947162,-0.020567529,0.63720715
2011-10-11,2317,0.40224048,-0.028920837,0.6289224
2011-10-12,2317,0.41589987,-0.05090215,0.61799395
2011-10-13,2317,0.42687818,-0.078542,0.6340218
2011-10-14,2317,0.44933322,-0.10719199,0.63611144
2011-10-17,2317,0.47768953,-0.11640956,0.6404022
2011-10-18,2317,0.49129978,-0.14290634,0.6449962
2011-10-19,2317,0.52732736,-0.17093131,0.65741676
2011-10-20,2317,0.5669192,-0.17860088,0.66463923
2011-10-21,2317,0.6211549,-0.12308773,0.674642
2011-10-24,2317,0.6783829,-0.0513011,0.6656468
2011-10-25,2317,0.72119933,0.013876103,0.6606872
2011-10-26,2317,0.74693847,0.06647635,0.6398331
2011-10-27,2317,0.76390195,0.12034478,0.6131746
2011-10-28,2317,0.7705142,0.18524146,0.5828187
2011-10-31,2317,0.7812462,0.23955896,0.55496734
2011-11-01,2317,0.7814419,0.26548484,0.54408056
2011-11-02,2317,0.7462731,0.25081652,0.5169977
2011-11-03,2317,0.71578276,0.23034137,0.50279015
2011-11-04,2317,0.7030456,0.21330494,0.49863023
2011-11-07,2317,0.6873513,0.20438296,0.48548573
2011-11-08,2317,0.66626835,0.20703757,0.47709966
2011-11-09,2317,0.64301455,0.21250802,0.47018826
2011-11-10,2317,0.63562244,0.24558336,0.45170134
2011-11-11,2317,0.65122765,0.30323175,0.4616294
2011-11-14,2317,0.6384136,0.32957166,0.4378751
2011-11-15,2317,0.6109586,0.31279457,0.4195873
2011-11-16,2317,0.59367037,0.28055406,0.42487735
2011-11-17,2317,0.56656873,0.23289505,0.43549436
2011-11-18,2317,0.53646004,0.14628544,0.44692296
2011-11-21,2317,0.5176827,0.09130845,0.47091234
2011-11-22,2317,0.5179466,0.051462956,0.49016613
2011-11-23,2317,0.5223925,0.040397637,0.49212772
2011-11-24,2317,0.5471285,0.059036054,0.5052423
2011-11-25,2317,0.5718771,0.07079653,0.51148504
2011-11-28,2317,0.59637135,0.112002335,0.500632
2011-11-29,2317,0.6079321,0.1291771,0.49083072
2011-11-30,2317,0.6211216,0.14744258,0.48594147
2011-12-01,2317,0.63159823,0.15832466,0.48092842
2011-12-02,2317,0.61943674,0.15860587,0.46099
2011-12-05,2317,0.61150527,0.16802421,0.45970345
2011-12-06,2317,0.6065512,0.17262599,0.446406
2011-12-07,2317,0.6120177,0.20502505,0.44823503
2011-12-08,2317,0.6122055,0.18597358,0.44968563
2011-12-09,2317,0.5985147,0.15855223,0.45183593
2011-12-12,2317,0.61334157,0.14331764,0.4695887
2011-12-13,2317,0.60356593,0.11703988,0.47785968
2011-12-14,2317,0.5948626,0.09357666,0.47933394
2011-12-15,2317,0.59080744,0.077017866,0.48372918
2011-12-16,2317,0.60792506,0.0886671,0.48897272
2011-12-19,2317,0.60832465,0.08367922,0.47558898
2011-12-20,2317,0.62436414,0.10880887,0.46341437
2011-12-21,2317,0.6371002,0.12687841,0.45449483
2011-12-22,2317,0.6172267,0.10346808,0.43503153
2011-12-23,2317,0.6077161,0.09634008,0.42248333
2011-12-26,2317,0.5963055,0.071953006,0.40823352
2011-12-27,2317,0.58733344,0.056084715,0.39874697
2011-12-28,2317,0.5771873,0.020732291,0.39053696
2011-12-29,2317,0.5667719,-0.0037473366,0.39062744
2011-12-30,2317,0.56037116,-0.027766801,0.39452833
2012-01-02,2317,0.5579834,-0.039421283,0.39693832
2012-01-03,2317,0.5679162,-0.015040882,0.39714593
2012-01-04,2317,0.5688697,-0.01288154,0.4033358
2012-01-05,2317,0.5718104,-0.011472173,0.4075613
2012-01-06,2317,0.5760256,-0.04911343,0.4129188
2012-01-09,2317,0.58273923,-0.09905774,0.43071693
2012-01-10,2317,0.59201264,-0.1374999,0.4417776
2012-01-11,2317,0.60018134,-0.18378359,0.45634872
2012-01-12,2317,0.62170917,-0.20303264,0.47587729
2012-01-13,2317,0.64063346,-0.19478086,0.48186654
2012-01-16,2317,0.6734358,-0.14395097,0.48207557
2012-01-17,2317,0.7207431,-0.09347368,0.47085446
2012-01-18,2317,0.7540879,-0.08311773,0.45958424
2012-01-30,2317,0.7946271,-0.071708865,0.4544583
2012-01-31,2317,0.8048485,-0.08618715,0.4286999
2012-02-01,2317,0.8141224,-0.10274636,0.4068309
2012-02-02,2317,0.83009875,-0.08652588,0.3930931
2012-02-03,2317,0.83496916,-0.07053506,0.37688375
2012-02-04,2317,0.83786035,-0.04588551,0.3672577
2012-02-06,2317,0.85195905,-0.00062645227,0.34356773
2012-02-07,2317,0.8793953,0.075514935,0.32767558
2012-02-08,2317,0.87530875,0.12371128,0.30507237
2012-02-09,2317,0.84687805,0.1394251,0.26957375
2012-02-10,2317,0.8129362,0.13980898,0.2533446
2012-02-13,2317,0.7881996,0.14305979,0.24066646
2012-02-14,2317,0.7664235,0.11114516,0.23201974
2012-02-15,2317,0.7498784,0.0707205,0.23791917
2012-02-16,2317,0.7217345,0.024671383,0.24261661
2012-02-17,2317,0.7006923,-0.007829018,0.24799298
2012-02-20,2317,0.6841655,-0.021843381,0.24855109
2012-02-21,2317,0.67859924,-0.013308801,0.25263107
2012-02-22,2317,0.6852207,0.023459084,0.25517273
2012-02-23,2317,0.6878183,0.051099427,0.25106734
2012-02-24,2317,0.6909566,0.06426395,0.23988463
2012-02-29,2317,0.68590105,0.06979924,0.2265775
2012-03-01,2317,0.6647144,0.036157824,0.21805052
2012-03-02,2317,0.6477238,-0.005430244,0.21647458
2012-03-03,2317,0.6330225,-0.04337322,0.212137
2012-03-05,2317,0.6302607,-0.064647384,0.21196319
2012-03-06,2317,0.6290277,-0.08092933,0.21330075
2012-03-07,2317,0.6315107,-0.077957086,0.20915781
2012-03-08,2317,0.645536,-0.05683235,0.21087934
2012-03-09,2317,0.6533514,-0.05852335,0.20481823
2012-03-12,2317,0.6632515,-0.06231696,0.20439987
2012-03-13,2317,0.67688024,-0.05803042,0.20156433
2012-03-14,2317,0.6767719,-0.07840691,0.19576438
2012-03-15,2317,0.6811498,-0.12831521,0.20045613
2012-03-16,2317,0.69150746,-0.17717361,0.20667566
2012-03-19,2317,0.6992985,-0.2130883,0.21327354
2012-03-20,2317,0.7089332,-0.21124405,0.21053036
2012-03-21,2317,0.7308823,-0.17445502,0.2080922
2012-03-22,2317,0.7526856,-0.1326499,0.20012526
2012-03-23,2317,0.7675913,-0.08701158,0.18383397
2012-03-26,2317,0.7756474,-0.041161202,0.16432293
2012-03-27,2317,0.7871227,0.0012107864,0.14680792
2012-03-28,2317,0.7883816,0.0040078536,0.13743077
2012-03-29,2317,0.766274,-0.03277334,0.12289016
2012-03-30,2317,0.7359942,-0.0844856,0.1193942
2012-04-02,2317,0.7147818,-0.12721783,0.1171508
2012-04-03,2317,0.7057749,-0.13196889,0.10996397
2012-04-05,2317,0.7047608,-0.09724253,0.11085038
2012-04-06,2317,0.69447064,-0.054054268,0.11307968
2012-04-09,2317,0.68461096,0.006060086,0.0949872
2012-04-10,2317,0.6800761,0.081626676,0.07441805
2012-04-11,2317,0.6676117,0.12343677,0.054283455
2012-04-12,2317,0.63643646,0.09812451,0.040806815
2012-04-13,2317,0.59331965,0.05485346,0.028962895
2012-04-16,2317,0.533157,0.0065516904,0.0068392754
2012-04-17,2317,0.46396747,-0.023375593,-0.016998872
2012-04-18,2317,0.42343187,-0.00046690553,-0.015739158
2012-04-19,2317,0.4014437,0.05085378,-0.034828827
2012-04-20,2317,0.38946605,0.10174521,-0.054732814
2012-04-23,2317,0.3569302,0.122659326,-0.0686692
2012-04-24,2317,0.33136952,0.085237525,-0.096988276
2012-04-25,2317,0.2580781,-0.038935356,-0.13599418
2012-04-26,2317,0.18127318,-0.16503686,-0.16856949
2012-04-27,2317,0.13206062,-0.2543881,-0.17033552
2012-04-30,2317,0.13055111,-0.27111202,-0.14513917
2012-05-02,2317,0.14544678,-0.2348401,-0.09760113
2012-05-03,2317,0.17539847,-0.19258538,-0.056105003
2012-05-04,2317,0.18669878,-0.17339912,-0.021913394
2012-05-07,2317,0.18358248,-0.16754389,-0.0064917207
2012-05-08,2317,0.1945114,-0.1604906,0.012023956
2012-05-09,2317,0.1876964,-0.20708814,0.012145773
2012-05-10,2317,0.18573695,-0.25173903,0.026359051
2012-05-11,2317,0.18258727,-0.28389174,0.021971077
2012-05-14,2317,0.18633728,-0.2963117,0.016975865
2012-05-15,2317,0.20376599,-0.29105833,0.04479362
2012-05-16,2317,0.24201077,-0.2989478,0.0696785
2012-05-17,2317,0.274241,-0.30835462,0.087918
2012-05-18,2317,0.2862802,-0.31393772,0.11410472
2012-05-21,2317,0.303868,-0.3151928,0.10410279
2012-05-22,2317,0.32541588,-0.27084225,0.100666955
2012-05-23,2317,0.33252612,-0.21856573,0.102793545
2012-05-24,2317,0.34635022,-0.1548199,0.11501646
2012-05-25,2317,0.36048904,-0.1097329,0.12335239
2012-05-28,2317,0.36183786,-0.098315164,0.10328561
2012-05-29,2317,0.3388075,-0.13094205,0.08251862
2012-05-30,2317,0.29827052,-0.19794014,0.057155117
2012-05-31,2317,0.27029487,-0.25102678,0.049362317
2012-06-01,2317,0.26164696,-0.27211428,0.054960176
2012-06-04,2317,0.2654134,-0.29584417,0.07441698
2012-06-05,2317,0.29073492,-0.31069225,0.11058234
2012-06-06,2317,0.29651245,-0.3413196,0.11204319
2012-06-07,2317,0.30259177,-0.36511573,0.13368665
2012-06-08,2317,0.30187792,-0.38631654,0.13478473
2012-06-11,2317,0.3229756,-0.36756536,0.1637868
2012-06-12,2317,0.33486015,-0.34079048,0.18189164
2012-06-13,2317,0.34942162,-0.28370625,0.20517029
2012-06-14,2317,0.3627847,-0.2444228,0.21282105
2012-06-15,2317,0.3725581,-0.23811358,0.20849957
2012-06-18,2317,0.36536744,-0.2629029,0.20776413
2012-06-19,2317,0.35504708,-0.30840605,0.2108918
2012-06-20,2317,0.3583024,-0.33999693,0.235249
2012-06-21,2317,0.36665645,-0.37408638,0.25059915
2012-06-22,2317,0.37859818,-0.39349845,0.25068945
2012-06-25,2317,0.39422116,-0.3874163,0.25962046
2012-06-26,2317,0.41338566,-0.37128153,0.25925326
2012-06-27,2317,0.43654895,-0.32489175,0.25972462
2012-06-28,2317,0.46175504,-0.28201434,0.24183686
2012-06-29,2317,0.4740819,-0.2311064,0.21630497
2012-07-02,2317,0.48067185,-0.1912641,0.19820221
2012-07-03,2317,0.4838862,-0.16345015,0.17058392
2012-07-04,2317,0.47820237,-0.15224826,0.15510805
2012-07-05,2317,0.46719512,-0.15749073,0.13597946
2012-07-06,2317,0.45641562,-0.16671982,0.12905689
2012-07-09,2317,0.4450125,-0.20337418,0.12043305
2012-07-10,2317,0.43552795,-0.22184777,0.11253397
2012-07-11,2317,0.43648407,-0.22611186,0.10777773
2012-07-12,2317,0.44254097,-0.19748458,0.09352653
2012-07-13,2317,0.45318368,-0.13868281,0.09325446
2012-07-16,2317,0.46300521,-0.09563881,0.08737214
2012-07-17,2317,0.45687494,-0.07242228,0.07728444
2012-07-18,2317,0.4407468,-0.08638563,0.07615678
2012-07-19,2317,0.42465922,-0.13104066,0.06663157
2012-07-20,2317,0.39480263,-0.17857888,0.04585646
2012-07-23,2317,0.36534604,-0.25356507,0.040175274
2012-07-24,2317,0.3611187,-0.29918113,0.061922923
2012-07-25,2317,0.36770585,-0.30789882,0.100112304
2012-07-26,2317,0.3997881,-0.3205263,0.12895824
2012-07-27,2317,0.42605117,-0.30083483,0.13429792
2012-07-30,2317,0.44510147,-0.26965055,0.14340617
2012-07-31,2317,0.46349704,-0.22180778,0.14406614
2012-08-01,2317,0.47829238,-0.17190143,0.15255193
2012-08-03,2317,0.47886887,-0.12796926,0.14562427
2012-08-06,2317,0.5033714,-0.08413285,0.14430507
2012-08-07,2317,0.48554352,-0.088020526,0.13448344
2012-08-08,2317,0.47866502,-0.098828144,0.1440702
2012-08-09,2317,0.46669254,-0.12388507,0.14604734
2012-08-10,2317,0.43977982,-0.17170104,0.16099562
2012-08-13,2317,0.4524993,-0.19369894,0.1903679
2012-08-14,2317,0.459114,-0.21173352,0.20490302
2012-08-15,2317,0.46680617,-0.19543386,0.21727516
2012-08-16,2317,0.4821793,-0.15908214,0.22094843
2012-08-17,2317,0.4935209,-0.13018769,0.22276428
2012-08-20,2317,0.50883955,-0.10221073,0.21882702
2012-08-21,2317,0.5168108,-0.11092285,0.21767046
2012-08-22,2317,0.5182945,-0.1400783,0.21539693
2012-08-23,2317,0.51753664,-0.16572627,0.2135231
2012-08-24,2317,0.5068884,-0.18826327,0.20367293
2012-08-27,2317,0.5056877,-0.21255341,0.20207192
2012-08-28,2317,0.508391,-0.21725497,0.20548566
2012-08-29,2317,0.5260107,-0.20244378,0.21039946
2012-08-30,2317,0.546013,-0.20819563,0.21181338
2012-08-31,2317,0.55350673,-0.21275881,0.2129725
2012-09-03,2317,0.56780434,-0.24320287,0.2188809
2012-09-04,2317,0.56667995,-0.2916739,0.21478851
2012-09-05,2317,0.5664555,-0.31018242,0.21912228
2012-09-06,2317,0.5800351,-0.30750746,0.22426005
2012-09-07,2317,0.601725,-0.27777255,0.22271691
2012-09-10,2317,0.6172335,-0.24670127,0.22067188
2012-09-11,2317,0.6382116,-0.19368044,0.21654005
2012-09-12,2317,0.6460376,-0.14420342,0.20053114
2012-09-13,2317,0.64379877,-0.0964305,0.18382399
2012-09-14,2317,0.6438929,-0.040557556,0.1716588
2012-09-17,2317,0.6266272,-0.031037189,0.15023018
2012-09-18,2317,0.6092095,-0.023974486,0.13531508
2012-09-19,2317,0.5957493,-0.026015826,0.12585033
2012-09-20,2317,0.5757425,-0.054383643,0.12243052
2012-09-21,2317,0.5602759,-0.083727956,0.117986694
2012-09-24,2317,0.541209,-0.113069214,0.115135476
2012-09-25,2317,0.5291815,-0.12325465,0.11691262
2012-09-26,2317,0.5219227,-0.12312762,0.11953713
2012-09-27,2317,0.52533364,-0.07976968,0.116086796
2012-09-28,2317,0.52344036,-0.045901008,0.11053653
2012-10-01,2317,0.51149094,-0.042696215,0.093385115
2012-10-02,2317,0.5058551,-0.03479997,0.094885424
