start_date,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,2317_trend,2330_trend,2454_trend,2317_trend_label,2330_trend_label,2454_trend_label,trend_description
2010-12-15,0.036550242,0.026231633,0.1445018,0.094320096,-0.0496655,-0.11666844,-0.1630794,0.0015609149,0.050873246,-0.020157149,-0.21770205,-0.38520214,-0.035396058,-0.05254123,-0.28797406,-0.03542797,-0.001464913,0.40481767,0.07415099,-0.033764813,0.019763315,0.08542957,0.12242378,0.0122370785,-0.09838308,0.0043027312,-0.14040034,-0.13276458,0.11235186,-0.017734824,0.027053967,-0.09777753,0.028052563,0.062085815,0.07963476,-0.14278261,0.028253986,-0.058656584,-0.023001581,0.053325675,0.008749677,0.05779105,0.07245163,0.06640463,0.27943158,0.07331232,0.10385069,0.14164767,-0.07808426,-0.06077745,0.057646386,-0.007873962,-0.04812348,-0.024333358,-0.07786183,0.19643603,-0.015965292,0.011847586,0.013955412,-0.08803177,-0.054443557,-0.0039149425,0.06590412,0.032418326,0.01879699248120282,0.13333333333333372,0.006382978723404314,橫盤整理,強勢上漲,橫盤整理,鴻海(橫盤整理)、台積電(強勢上漲)、聯發科(橫盤整理)
2010-12-16,0.03679809,0.02666627,0.14220555,0.089182355,-0.05280875,-0.12479561,-0.14441128,-0.0007173301,0.05277476,-0.015904114,-0.22968608,-0.37563473,-0.032381862,-0.049673624,-0.29435363,-0.026631556,0.008360405,0.40528402,0.0802935,-0.046774853,0.01753107,0.08026759,0.12253724,0.010704242,-0.08545375,0.016438203,-0.13790472,-0.14375636,0.10293629,-0.017557286,0.023249075,-0.08291854,0.032308627,0.08308344,0.07975358,-0.14469759,0.031149412,-0.05944982,-0.021945233,0.046749856,0.016847,0.058695663,0.07620539,0.07033766,0.28657028,0.07643766,0.102769524,0.15202239,-0.06966241,-0.06831515,0.055266336,-0.0048317825,-0.052970495,-0.014874769,-0.0819402,0.19223782,-0.013019302,0.02130203,0.014366284,-0.08760735,-0.05392044,-0.0024489977,0.066211484,0.03282087,0.03690036900369007,-0.019607843137254437,0.043572984749455486,溫和上漲,橫盤整理,溫和上漲,鴻海(溫和上漲)、台積電(橫盤整理)、聯發科(溫和上漲)
2010-12-17,0.03644364,0.028375547,0.13879846,0.10099104,-0.045856856,-0.12348504,-0.19472606,0.0038989745,0.04799146,-0.015565928,-0.23507082,-0.40242064,-0.031636782,-0.07002908,-0.30307654,-0.02733889,-0.039157666,0.40461183,0.08086243,-0.056879878,0.031291608,0.06931896,0.13449816,0.011773608,-0.07991285,0.019694228,-0.15566483,-0.1331884,0.09990125,-0.0062015248,0.025619414,-0.091887794,0.031804074,0.067933224,0.07046329,-0.1475484,0.029015498,-0.056490887,-0.023857543,0.04689656,0.010782363,0.0705402,0.079161055,0.07286631,0.27565554,0.076634064,0.10895386,0.16392557,-0.07263387,-0.0686429,0.047379795,0.00045553662,-0.052635934,-0.015546285,-0.07220122,0.18382598,-0.015835233,0.021186559,0.012126763,-0.09696913,-0.06316515,0.0021858818,0.058607295,0.034230746,0.03759398496240604,-0.17647058823529468,-0.03541666666666674,溫和上漲,強勢下跌,溫和下跌,鴻海(溫和上漲)、台積電(強勢下跌)、聯發科(溫和下跌)
2010-12-20,0.04100272,0.023481531,0.13565683,0.11833591,-0.05715379,-0.12619236,-0.16287501,0.0068962984,0.04889812,-0.025618766,-0.22695594,-0.39735204,-0.036703344,-0.043809727,-0.29220596,-0.01413646,-0.01535729,0.41102695,0.09189098,-0.03640811,0.020978663,0.06785137,0.11777474,0.0028277207,-0.08440076,0.007352132,-0.13984925,-0.12690239,0.10190541,-0.017632985,0.019805575,-0.0886278,0.042313732,0.029142702,0.078843944,-0.16441739,0.026298935,-0.063782245,-0.018845227,0.03262698,0.009280268,0.07259477,0.084894516,0.07775632,0.27467498,0.08359226,0.104250126,0.16136369,-0.027730774,-0.06374813,0.034126595,0.0012360719,-0.048138764,-0.017436659,-0.080529675,0.18140766,-0.018444885,0.025854232,0.005010635,-0.09687863,-0.06560581,-0.009787573,0.061200652,0.046363447,0.04743833017077791,-0.04901960784313661,-0.07142857142857136,溫和上漲,溫和下跌,強勢下跌,鴻海(溫和上漲)、台積電(溫和下跌)、聯發科(強勢下跌)
2010-12-21,0.042746034,0.026810974,0.13622625,0.12901434,-0.058164496,-0.10570273,-0.17716937,-0.001450186,0.048029084,-0.024845243,-0.22728877,-0.40375018,-0.036679097,-0.035748616,-0.28359854,0.0033224695,0.006340649,0.41728923,0.08725323,-0.04077297,0.019334627,0.09323043,0.11972621,-0.00020973045,-0.08985853,-0.0009340093,-0.11326145,-0.13909006,0.09493939,-0.022419427,0.013450112,-0.08610074,0.04340667,0.06605347,0.08433901,-0.16369975,0.016506221,-0.061293926,-0.02131337,0.031028703,0.006821307,0.07246787,0.073367804,0.07323469,0.27463812,0.091151744,0.10199338,0.13520099,-0.051920317,-0.069895074,0.026859453,0.00045143158,-0.048489925,-0.019474844,-0.08176895,0.19104992,-0.01919182,0.016725173,0.0010347763,-0.0908356,-0.066946276,-0.010996503,0.06341314,0.044455886,0.027932960893854872,-0.03883495145630979,-0.08264462809917336,溫和上漲,溫和下跌,強勢下跌,鴻海(溫和上漲)、台積電(溫和下跌)、聯發科(強勢下跌)
2010-12-22,0.03744441,0.027912583,0.13084836,0.08661203,-0.059345935,-0.10843421,-0.1581107,0.0023787378,0.047425188,-0.02666206,-0.21322444,-0.36630732,-0.035804864,-0.024491291,-0.28465876,-0.0014313861,0.020098075,0.41110528,0.087941326,-0.028395457,0.014500508,0.09222194,0.11879876,0.0064722206,-0.07304055,0.0010444531,-0.12441831,-0.15340059,0.09364378,-0.01993863,0.011054349,-0.086212434,0.02864195,0.035673406,0.09249157,-0.15278536,0.02478625,-0.058355257,-0.024911622,0.027739739,0.02442242,0.06414462,0.07706541,0.06454147,0.2856298,0.097667694,0.09488924,0.13067153,-0.062226895,-0.070872776,0.03894095,-0.011350868,-0.051494066,-0.023806732,-0.08234266,0.19046019,-0.016406957,0.016093258,0.00056245597,-0.08019731,-0.06520803,-0.0075749177,0.069576934,0.04544351,-0.009225092250922419,-0.05882352941176537,-0.07822410147991542,橫盤整理,強勢下跌,強勢下跌,鴻海(橫盤整理)、台積電(強勢下跌)、聯發科(強勢下跌)
2010-12-23,0.04332378,0.02880689,0.117974594,0.09683211,-0.058263764,-0.11019459,-0.14172179,-0.0023683314,0.04611003,-0.033221014,-0.2144312,-0.3633149,-0.035497796,-0.02690957,-0.28805485,-0.00016430455,0.030551158,0.39958146,0.086091176,-0.028117443,0.0048452024,0.11528503,0.114012755,0.0019505912,-0.08510927,0.0009138321,-0.12389135,-0.15356582,0.09823004,-0.05141769,0.010003946,-0.08647271,0.031250287,0.05895,0.092814565,-0.14398201,0.018329853,-0.062182356,-0.02498348,0.024331804,0.018412918,0.055857953,0.07261343,0.06381633,0.29155472,0.09085683,0.09427308,0.11830262,-0.059246305,-0.06802249,0.039862014,-0.000267969,-0.054392304,-0.017184136,-0.08921504,0.18631712,-0.0154544795,0.02564588,0.0013124099,-0.07111402,-0.056010112,-0.015264909,0.06969993,0.04298603,-0.017793594306049647,-0.04000000000000114,-0.10020876826722333,橫盤整理,溫和下跌,強勢下跌,鴻海(橫盤整理)、台積電(溫和下跌)、聯發科(強勢下跌)
2010-12-24,0.045326296,0.026309235,0.11482411,0.08086425,-0.061945282,-0.12732069,-0.13292387,0.0019010147,0.046079397,-0.02642389,-0.21718855,-0.35327658,-0.035028998,-0.021571236,-0.29948708,-0.0039913836,0.025803413,0.3940401,0.09234355,-0.030437764,0.011993529,0.082682975,0.1162228,0.0066414047,-0.060806803,0.009347111,-0.14127079,-0.15287195,0.097151875,-0.02362043,0.01028893,-0.075343415,0.028012576,0.023301356,0.09979711,-0.14592119,0.025166614,-0.061092664,-0.026730454,0.018983973,0.025642402,0.057615988,0.09223011,0.0659128,0.2958671,0.095189184,0.10059202,0.13854136,-0.040544476,-0.072905704,0.043973967,-0.00737565,-0.06294555,-0.015180294,-0.08578922,0.17728771,-0.012270458,0.035936758,0.004032719,-0.07160265,-0.058787823,-0.011644769,0.0694134,0.05533518,0.009057971014492662,0.020408163265306714,-0.025917926565874716,橫盤整理,溫和上漲,溫和下跌,鴻海(橫盤整理)、台積電(溫和上漲)、聯發科(溫和下跌)
2010-12-27,0.046855476,0.02802357,0.109217726,0.06511624,-0.06456004,-0.14705682,-0.11231978,0.0062910723,0.044899628,-0.029114578,-0.20984055,-0.33543986,-0.034913886,-0.0111982105,-0.30085564,-0.011628986,0.028027818,0.3908759,0.099994965,-0.032983117,0.008845151,0.078617856,0.111606844,0.0060909297,-0.04604401,0.014333234,-0.14901045,-0.15425648,0.09791167,-0.01208252,0.012217683,-0.061203077,0.023989616,0.027052913,0.10292105,-0.14754811,0.035593536,-0.06372215,-0.02677258,0.015632713,0.037149414,0.056288943,0.112356156,0.06691843,0.30051267,0.097770095,0.09412506,0.14927647,-0.025443804,-0.075859316,0.048045967,-0.012306187,-0.061831005,-0.010390983,-0.087622136,0.1590695,-0.013158812,0.037241198,0.0039918465,-0.07169146,-0.05495663,-0.013990971,0.06871093,0.064185604,0.009057971014492662,0.04123711340206085,0.009049773755655929,橫盤整理,溫和上漲,橫盤整理,鴻海(橫盤整理)、台積電(溫和上漲)、聯發科(橫盤整理)
2010-12-28,0.050878882,0.030037258,0.104572654,0.08434331,-0.06892557,-0.14552777,-0.1181099,0.0019471598,0.044697322,-0.029446712,-0.21159424,-0.34120473,-0.035264537,-0.009001236,-0.30355546,-0.0048757475,0.03244834,0.3870249,0.1011862,-0.041184798,0.007924044,0.09661301,0.11400149,0.003526034,-0.054778863,0.011375265,-0.13087751,-0.15565425,0.10038463,-0.011646677,0.011518193,-0.058199815,0.024522835,0.042492133,0.10295974,-0.1476807,0.032800272,-0.06286363,-0.02891338,0.017687999,0.03956634,0.051651504,0.11076651,0.06796137,0.29705936,0.09857922,0.091211304,0.1387807,-0.023861157,-0.08161115,0.0437429,-0.015298824,-0.058643628,-0.006373,-0.08826926,0.15690023,-0.017545216,0.027692346,0.0030165764,-0.067670695,-0.05168529,-0.01985024,0.06895872,0.06657199,0.009057971014492662,0.03030303030303011,0.01801801801801792,橫盤整理,溫和上漲,橫盤整理,鴻海(橫盤整理)、台積電(溫和上漲)、聯發科(橫盤整理)
2010-12-29,0.048646014,0.030576937,0.09990795,0.077689245,-0.07596293,-0.1494769,-0.112670325,0.005349443,0.04577247,-0.03082693,-0.20470844,-0.34409994,-0.037104774,-0.005088931,-0.30387944,-0.0059043253,0.022820909,0.38055903,0.104131594,-0.043026477,0.0066782613,0.094026364,0.11407519,0.0075222994,-0.0627089,0.008818084,-0.13563901,-0.15341145,0.10381557,0.0010668432,0.013194604,-0.06222839,0.016599001,0.008690062,0.10240932,-0.15185843,0.034254603,-0.060488433,-0.029964568,0.017768351,0.047994092,0.048293572,0.121183045,0.06556345,0.28935093,0.10333274,0.091647364,0.13857226,-0.011567,-0.08297447,0.044257246,-0.02269087,-0.055930767,-0.0100541655,-0.08405775,0.15058106,-0.019199518,0.014997779,0.0016914052,-0.06536287,-0.055187225,-0.021720259,0.069802605,0.073695436,-0.018621973929236313,-0.08333333333333251,0.04587155963302768,橫盤整理,強勢下跌,溫和上漲,鴻海(橫盤整理)、台積電(強勢下跌)、聯發科(溫和上漲)
2010-12-30,0.054734237,0.02859012,0.09313898,0.07786941,-0.0725196,-0.1548015,-0.10879901,0.0051545487,0.04325834,-0.03362589,-0.20440051,-0.35304403,-0.03563373,-0.0037623702,-0.30824843,-0.0023122367,0.025808971,0.3763671,0.10696086,-0.04887072,0.003194109,0.0986887,0.11559792,0.005708766,-0.047153715,0.011032608,-0.13294682,-0.1537545,0.09654144,-0.013046605,0.012322726,-0.05359639,0.023097798,0.024653792,0.105711006,-0.15344405,0.033184536,-0.062438026,-0.029694365,0.014800345,0.04689594,0.046565454,0.12022824,0.0690415,0.29098412,0.10254912,0.08876539,0.13924345,-0.006124355,-0.086779535,0.039232314,-0.019938417,-0.057819247,-0.0030776407,-0.08249374,0.14382884,-0.02041644,0.027651114,0.002742371,-0.06582587,-0.052210785,-0.024276514,0.066590406,0.07348228,-0.045289855072463706,0.0416666666666679,0.016241299303944193,溫和下跌,溫和上漲,橫盤整理,鴻海(溫和下跌)、台積電(溫和上漲)、聯發科(橫盤整理)
2010-12-31,0.06306616,0.024094705,0.08940122,0.11783274,-0.06086512,-0.15116854,-0.15759915,0.0060790866,0.037693463,-0.029808069,-0.21865699,-0.40085348,-0.032703508,-0.018079894,-0.3181053,0.0050274236,0.0010714057,0.37296215,0.10844575,-0.061871316,0.013845486,0.092289485,0.12843424,-0.00011197826,-0.028512122,0.010864502,-0.1423811,-0.13809605,0.08237398,-0.021509811,0.012109006,-0.05671925,0.042631686,0.03304149,0.10299567,-0.16267435,0.021100463,-0.06373432,-0.027877264,0.009191459,0.02644643,0.059319418,0.11349751,0.08103001,0.27698794,0.09728538,0.09919722,0.14883731,0.004534034,-0.08626126,0.018931536,-0.0058808755,-0.06199099,0.0021660933,-0.071551204,0.14310761,-0.024510045,0.0504311,0.0027670187,-0.082561344,-0.062218554,-0.02255943,0.055487502,0.06985422,-0.06283662477558324,0.149999999999999,-0.1219512195121952,強勢下跌,強勢上漲,強勢下跌,鴻海(強勢下跌)、台積電(強勢上漲)、聯發科(強勢下跌)
2011-01-03,0.05718287,0.025371881,0.089682184,0.09571158,-0.07323509,-0.1447907,-0.1375897,0.0062109637,0.042221226,-0.03777509,-0.20358269,-0.37422284,-0.033402503,-0.0013647722,-0.31053182,0.0056929598,0.014016203,0.37489882,0.11090289,-0.042228065,0.0033666193,0.11326549,0.12310354,0.0039866776,-0.04962144,0.005346492,-0.11120892,-0.16342351,0.08885542,-0.022478206,0.008375407,-0.06670168,0.025139257,0.025156565,0.10446077,-0.16114277,0.024046736,-0.06519188,-0.02914397,0.006456924,0.04331573,0.050679408,0.11100509,0.06901532,0.2907461,0.103910595,0.08832638,0.1363566,-0.014144982,-0.08762113,0.022544099,-0.016953805,-0.052462272,-0.008620013,-0.07682018,0.15058763,-0.025515096,0.0282186,-0.0004638522,-0.06900136,-0.056445364,-0.024602177,0.06106312,0.07224464,-0.07181328545780975,0.30693069306930754,-0.13452914798206272,強勢下跌,強勢上漲,強勢下跌,鴻海(強勢下跌)、台積電(強勢上漲)、聯發科(強勢下跌)
2011-01-04,0.0574011,0.026959311,0.08473632,0.08707534,-0.06840348,-0.1333238,-0.15133315,0.0020009633,0.03963312,-0.037316527,-0.20229091,-0.37548685,-0.031577524,-0.0044844705,-0.31335485,0.00922153,0.012806401,0.3685692,0.10074022,-0.040787876,0.0034859232,0.11707786,0.12708502,0.005976824,-0.054498866,0.0024087837,-0.11553039,-0.1650869,0.0885748,-0.023867605,0.00658783,-0.070865735,0.019613298,0.028846297,0.10600411,-0.15229046,0.019664755,-0.060277637,-0.03194042,0.008501331,0.041715235,0.04543247,0.10042423,0.06401367,0.2851518,0.10706319,0.09053157,0.123415835,-0.027267257,-0.08892654,0.022522531,-0.020043418,-0.056895405,-0.011655565,-0.07603541,0.1506905,-0.022760743,0.021786395,0.00027785127,-0.05994686,-0.056827646,-0.024031091,0.062028617,0.06704722,-0.026929982046678753,0.32352941176470595,-0.08849557522123898,溫和下跌,強勢上漲,強勢下跌,鴻海(溫和下跌)、台積電(強勢上漲)、聯發科(強勢下跌)
